timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2024-01-01 19:00:00+00:00,BTC/USD,43138.755,43562.767,43128.215,43530.05,0.223942094,12.0,43561.885495
2024-01-01 20:00:00+00:00,BTC/USD,43543.675,43857.8,43543.675,43697.405,0.260801559,66.0,43732.915356
2024-01-01 21:00:00+00:00,BTC/USD,43717.609,43803.2165,43509.246,43637.795,2.3498e-05,1.0,43537.1
2024-01-01 22:00:00+00:00,BTC/USD,43652.5,43677.6835,43412.165,43550.0305,0.000523498,4.0,43582.868808
2024-01-01 23:00:00+00:00,BTC/USD,43570.8835,44217.188,43570.8835,44209.9405,0.013842076,21.0,44131.757393
2024-01-02 00:00:00+00:00,BTC/USD,44192.0,45235.8015,44178.976,45097.788,2.166173558,30.0,44411.981828
2024-01-02 01:00:00+00:00,BTC/USD,45080.384,45421.135,44716.756,44883.2065,0.010139147,16.0,44920.784248
2024-01-02 02:00:00+00:00,BTC/USD,44897.045,45448.348,44897.045,45448.348,0.107342819,8.0,45021.587718
2024-01-02 03:00:00+00:00,BTC/USD,45465.42,45553.538,45187.1695,45451.265,0.010980729,9.0,45436.099698
2024-01-02 04:00:00+00:00,BTC/USD,45466.516,45524.3425,45212.5,45238.994,0.016685617,7.0,45345.616632
2024-01-02 05:00:00+00:00,BTC/USD,45260.704,45367.275,45173.8275,45244.4435,0.794747639,8.0,45193.391265
2024-01-02 06:00:00+00:00,BTC/USD,45219.15,45363.415,45170.642,45212.525,0.036897439,6.0,45299.875813
2024-01-02 07:00:00+00:00,BTC/USD,45229.5545,45699.825,45229.5545,45507.59,0.010722101,6.0,45416.401039
2024-01-02 08:00:00+00:00,BTC/USD,45493.8,45898.26,45388.02,45792.309,0.444734414,21.0,45572.543349
2024-01-02 09:00:00+00:00,BTC/USD,45811.325,45926.35,45673.35,45720.615,0.003336388,5.0,45819.319995
2024-01-02 10:00:00+00:00,BTC/USD,45742.165,45764.5,45469.409,45617.828,0.066168411,8.0,45697.18904
2024-01-02 11:00:00+00:00,BTC/USD,45637.825,45735.28,45247.729,45481.375,0.120865518,4.0,45446.426615
2024-01-02 12:00:00+00:00,BTC/USD,45459.0395,45637.2,45314.575,45355.0135,0.052434904,5.0,45422.519768
2024-01-02 13:00:00+00:00,BTC/USD,45329.07,45761.918,45318.285,45695.97,0.00438137,3.0,45691.342275
2024-01-02 14:00:00+00:00,BTC/USD,45710.36,45859.6455,45112.06,45301.75,0.024777393,14.0,45690.904216
2024-01-02 15:00:00+00:00,BTC/USD,45289.444,45379.171,44891.55,45230.4845,0.020308305,11.0,45301.069543
2024-01-02 16:00:00+00:00,BTC/USD,45211.3365,45444.6,44929.8245,45387.7775,0.057601236,9.0,45167.561707
2024-01-02 17:00:00+00:00,BTC/USD,45386.5005,45424.3285,44979.954,44979.954,0.01975598,18.0,45083.311448
2024-01-02 18:00:00+00:00,BTC/USD,45002.87,45294.875,44972.25,45166.265,0.057031143,18.0,45122.173641
2024-01-02 19:00:00+00:00,BTC/USD,45174.0245,45263.1745,44825.455,45056.664,0.00276648,6.0,45028.899267
2024-01-02 20:00:00+00:00,BTC/USD,45045.585,45185.527,44777.577,44796.72,0.444058728,26.0,45125.86954
2024-01-02 21:00:00+00:00,BTC/USD,44808.735,45133.045,44644.8405,45133.045,0.005900593,2.0,44951.466821
2024-01-02 22:00:00+00:00,BTC/USD,45117.85,45307.8745,44856.3195,45007.7885,0.009725877,4.0,45123.501408
2024-01-02 23:00:00+00:00,BTC/USD,44991.6115,45066.76,44823.8175,44961.535,2.2052e-05,1.0,44874.3
2024-01-03 00:00:00+00:00,BTC/USD,44973.99,45227.289,44890.495,45161.25,0.004989179,3.0,45056.693789
2024-01-01 00:00:00+00:00,ETH/USD,2281.164,2296.205,2281.164,2295.23,0.439938231,2.0,2287.54354
2024-01-01 01:00:00+00:00,ETH/USD,2294.4,2306.944,2292.063,2302.39,0.006745197,2.0,2300.638153
2024-01-01 02:00:00+00:00,ETH/USD,2303.05,2303.05,2290.957,2293.3095,0.437438231,2.0,2299.495291
2024-01-01 03:00:00+00:00,ETH/USD,2292.5115,2293.615,2270.93,2273.075,0.01764321,3.0,2285.137375
2024-01-01 04:00:00+00:00,ETH/USD,2272.108,2279.05,2265.815,2279.05,0.000435767,1.0,2276.85
2024-01-01 05:00:00+00:00,ETH/USD,2278.48,2282.956,2272.329,2274.785,0.875235767,3.0,2278.167624
2024-01-01 06:00:00+00:00,ETH/USD,2274.9615,2282.697,2274.13,2281.465,0.480987929,3.0,2278.253926
2024-01-01 07:00:00+00:00,ETH/USD,2282.491,2287.5025,2282.15,2284.32,0.000435767,1.0,2284.5
2024-01-01 08:00:00+00:00,ETH/USD,2285.24,2287.3195,2279.935,2287.3195,0.043435767,2.0,2285.21221
2024-01-01 09:00:00+00:00,ETH/USD,2288.255,2300.105,2288.255,2300.105,0.000435767,1.0,2298.55
2024-01-01 10:00:00+00:00,ETH/USD,2300.839,2303.02,2297.55,2301.96,0.266149876,4.0,2298.494447
2024-01-01 11:00:00+00:00,ETH/USD,2302.1545,2304.7985,2298.876,2304.48,0.433835767,2.0,2301.389306
2024-01-01 12:00:00+00:00,ETH/USD,2304.91,2306.4965,2299.055,2299.055,0.433835767,2.0,2304.121773
2024-01-01 13:00:00+00:00,ETH/USD,2300.1485,2308.815,2298.9855,2305.0,0.005700604,3.0,2303.619528
2024-01-01 14:00:00+00:00,ETH/USD,2303.9405,2305.126,2296.01,2301.645,0.622447856,5.0,2300.06979
2024-01-01 15:00:00+00:00,ETH/USD,2302.49,2317.8,2299.675,2315.107,0.267665486,10.0,2311.150437
2024-01-01 16:00:00+00:00,ETH/USD,2315.9605,2319.17,2306.4895,2310.7,0.433735767,2.0,2310.064233
2024-01-01 17:00:00+00:00,ETH/USD,2311.318,2317.1745,2307.3875,2313.841,0.944772318,4.0,2312.790404
2024-01-01 18:00:00+00:00,ETH/USD,2314.51,2332.4405,2314.51,2327.7,0.555561324,4.0,2328.755976
2024-01-01 19:00:00+00:00,ETH/USD,2328.9215,2341.325,2323.0595,2338.2855,0.05,2.0,2335.0
2024-01-01 20:00:00+00:00,ETH/USD,2338.7485,2349.28,2336.05,2341.28,1.20961111,53.0,2343.377488
2024-01-01 21:00:00+00:00,ETH/USD,2341.96,2346.6255,2333.2,2337.4245,2.024193348,5.0,2336.000336
2024-01-01 22:00:00+00:00,ETH/USD,2338.16,2338.9985,2324.4445,2334.9115,0.903535767,4.0,2333.822071
2024-01-01 23:00:00+00:00,ETH/USD,2335.1865,2352.4445,2334.555,2352.4445,0.427235767,2.0,2346.700228
2024-01-02 00:00:00+00:00,ETH/USD,2351.7125,2392.585,2348.13,2389.235,5.507740197,9.0,2367.722652
2024-01-02 01:00:00+00:00,ETH/USD,2389.434,2398.855,2371.8125,2379.49,0.050409959,2.0,2382.994039
2024-01-02 02:00:00+00:00,ETH/USD,2380.245,2384.175,2375.487,2384.175,1.087551797,2.0,2378.502204
2024-01-02 03:00:00+00:00,ETH/USD,2384.85,2403.0,2373.686,2389.002,159.800419463,13.0,2388.583057
2024-01-02 04:00:00+00:00,ETH/USD,2389.1685,2391.716,2381.2385,2389.598,0.000419463,1.0,2386.19
2024-01-02 05:00:00+00:00,ETH/USD,2391.096,2393.695,2379.7,2380.1305,0.860957459,6.0,2382.830867
2024-01-02 06:00:00+00:00,ETH/USD,2380.4135,2386.248,2375.94,2375.94,0.535223691,3.0,2384.170446
2024-01-02 07:00:00+00:00,ETH/USD,2376.69,2390.8285,2376.69,2387.9675,0.859177498,4.0,2387.62004
2024-01-02 08:00:00+00:00,ETH/USD,2388.845,2433.165,2382.23,2428.23,0.396950795,12.0,2410.668529
2024-01-02 09:00:00+00:00,ETH/USD,2428.9905,2430.4665,2413.949,2417.073,0.523297858,4.0,2421.187112
2024-01-02 10:00:00+00:00,ETH/USD,2417.2675,2417.8275,2394.95,2400.29,0.880599049,5.0,2402.492347
2024-01-02 11:00:00+00:00,ETH/USD,2399.525,2404.775,2382.9585,2392.7855,0.000419463,1.0,2387.67
2024-01-02 12:00:00+00:00,ETH/USD,2391.745,2406.38,2384.9,2388.637,0.194204155,4.0,2398.757149
2024-01-02 13:00:00+00:00,ETH/USD,2387.52,2402.3975,2384.72,2400.9405,0.000419463,1.0,2401.5
2024-01-02 14:00:00+00:00,ETH/USD,2401.25,2405.391,2358.979,2369.765,0.51719272,12.0,2376.096225
2024-01-02 15:00:00+00:00,ETH/USD,2369.015,2372.9885,2355.348,2359.285,0.594679727,11.0,2366.905345
2024-01-02 16:00:00+00:00,ETH/USD,2359.11,2370.8,2352.4685,2369.615,0.427849823,3.0,2364.714444
2024-01-02 17:00:00+00:00,ETH/USD,2368.705,2369.235,2354.1,2358.638,1.458160035,10.0,2361.728594
2024-01-02 18:00:00+00:00,ETH/USD,2358.951,2369.5,2357.544,2366.107,0.427197357,4.0,2363.189271
2024-01-02 19:00:00+00:00,ETH/USD,2366.575,2373.6635,2356.8945,2369.55,0.12147165,6.0,2362.91204
2024-01-02 20:00:00+00:00,ETH/USD,2368.712,2381.095,2360.05,2360.555,7.019884188,27.0,2373.868957
2024-01-02 21:00:00+00:00,ETH/USD,2361.31,2366.747,2346.87,2366.747,1.36312993,6.0,2358.58916
2024-01-02 22:00:00+00:00,ETH/USD,2365.55,2373.132,2360.0005,2360.6,0.537028647,6.0,2367.442377
2024-01-02 23:00:00+00:00,ETH/USD,2360.23,2363.46,2352.0155,2355.905,0.888630189,5.0,2359.456167
2024-01-03 00:00:00+00:00,ETH/USD,2356.311,2366.9965,2348.98,2362.449,0.635269483,9.0,2357.255005
