run_id,adapter,baseline_adapter,status,final_equity,baseline_equity,final_cash_diff,final_position_diff,final_price_diff,equity_diff,return_diff_pct,fill_count_diff,signal_count_diff,mismatches,notes
partial_volume_1m_scheduled_100,reference_bar,reference_bar,baseline,99971.29490073772,99971.29490073772,0.0,0.0,0.0,0.0,0.0,0,0,,"partial volume-limited fill at 2024-01-02T14:31:00+00:00: requested 100.00000000, filled 25.00000000 | partial volume-limited fill at 2024-01-02T14:32:00+00:00: requested 75.00000000, filled 25.00000000 | partial volume-limited fill at 2024-01-02T14:33:00+00:00: requested 50.00000000, filled 25.00000000"
partial_volume_1m_scheduled_100,backtrader,reference_bar,match,99971.29490073767,99971.29490073772,-4.3655745685100555e-11,0.0,0.0,-4.3655745685100555e-11,-4.440892098500626e-14,0,0,,Backtrader volume filler enabled with FixedSize(size=None)
partial_volume_1m_scheduled_100,vectorbt,reference_bar,match,99971.29490073772,99971.29490073772,0.0,0.0,0.0,0.0,0.0,0,0,,"partial volume-limited fill at 2024-01-02T14:31:00+00:00: requested 100.00000000, filled 25.00000000 | partial volume-limited fill at 2024-01-02T14:32:00+00:00: requested 75.00000000, filled 25.00000000 | partial volume-limited fill at 2024-01-02T14:33:00+00:00: requested 50.00000000, filled 25.00000000"
partial_volume_1m_scheduled_100,pybroker,reference_bar,match,99971.29490073772,99971.29490073772,0.0,0.0,0.0,0.0,0.0,0,0,,"partial volume-limited fill at 2024-01-02T14:31:00+00:00: requested 100.00000000, filled 25.00000000 | partial volume-limited fill at 2024-01-02T14:32:00+00:00: requested 75.00000000, filled 25.00000000 | partial volume-limited fill at 2024-01-02T14:33:00+00:00: requested 50.00000000, filled 25.00000000"
partial_volume_1m_scheduled_100,muni,reference_bar,match,99971.29490073772,99971.29490073772,0.0,0.0,0.0,0.0,0.0,0,0,,"partial volume-limited fill at 2024-01-02T14:31:00+00:00: requested 100.00000000, filled 25.00000000 | partial volume-limited fill at 2024-01-02T14:32:00+00:00: requested 75.00000000, filled 25.00000000 | partial volume-limited fill at 2024-01-02T14:33:00+00:00: requested 50.00000000, filled 25.00000000"
short_round_trip_scheduled,reference_bar,reference_bar,baseline,99954.47283678205,99954.47283678205,0.0,0.0,0.0,0.0,0.0,0,0,,
short_round_trip_scheduled,backtrader,reference_bar,match,99954.47283678205,99954.47283678205,0.0,0.0,0.0,0.0,0.0,0,0,,Backtrader volume filler enabled with FixedSize(size=None)
short_round_trip_scheduled,vectorbt,reference_bar,match,99954.47283678205,99954.47283678205,0.0,0.0,0.0,0.0,0.0,0,0,,
short_round_trip_scheduled,pybroker,reference_bar,match,99954.47283678205,99954.47283678205,0.0,0.0,0.0,0.0,0.0,0,0,,
short_round_trip_scheduled,muni,reference_bar,match,99954.47283678205,99954.47283678205,0.0,0.0,0.0,0.0,0.0,0,0,,
